Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Ship_Mode
ORD-1212,2024-02-16,East,Small Business,Technology,Laptop,1,48981.49,0.1,44083.34,7237.22,Standard
ORD-1213,2024-02-17,East,Corporate,Home Appliances,Mixer Grinder,1,3607.68,0.05,3427.3,515.89,Standard
ORD-1214,2024-02-17,West,Consumer,Home Appliances,Electric Kettle,2,1458.95,0.1,2626.11,615.03,Express
ORD-1215,2024-02-17,West,Small Business,Furniture,Study Table,1,3779.9,0.15,3212.92,608.22,Standard
ORD-1216,2024-02-17,East,Consumer,Furniture,Sofa Set,1,19950.83,0.0,19950.83,3367.05,Standard
ORD-1217,2024-02-17,East,Consumer,Office Supplies,Stapler,1,184.39,0.05,175.17,57.12,Express
ORD-1218,2024-02-18,East,Corporate,Home Appliances,Electric Kettle,1,1495.93,0.05,1421.14,266.25,Same Day
ORD-1219,2024-02-18,East,Consumer,Home Appliances,Room Heater,1,2767.04,0.1,2490.34,556.25,Standard
ORD-1220,2024-02-18,East,Consumer,Home Appliances,Electric Kettle,2,1317.82,0.0,2635.64,616.69,Express
ORD-1221,2024-02-18,East,Small Business,Technology,Printer,1,8332.16,0.0,8332.16,1333.36,Standard
ORD-1222,2024-02-18,North,Corporate,Home Appliances,Electric Kettle,3,1353.34,0.0,4060.03,963.34,Standard
ORD-1223,2024-02-18,South,Consumer,Furniture,Sofa Set,2,21705.83,0.0,43411.65,9567.55,Same Day
ORD-1224,2024-02-19,North,Corporate,Technology,Monitor 24in,2,9551.92,0.2,15283.07,1480.87,Standard
ORD-1225,2024-02-19,North,Consumer,Technology,Smartphone,1,23357.02,0.2,18685.62,2375.33,Standard
ORD-1226,2024-02-20,West,Consumer,Office Supplies,Desk Organizer,1,442.13,0.15,375.81,102.29,Standard
ORD-1227,2024-02-20,East,Consumer,Home Appliances,Vacuum Cleaner,1,9407.34,0.1,8466.61,1798.67,Express
ORD-1228,2024-02-20,West,Consumer,Furniture,Sofa Set,1,21456.95,0.05,20384.1,4631.28,Express
ORD-1229,2024-02-20,South,Consumer,Technology,Smartphone,1,21233.83,0.15,18048.75,2637.32,Standard
ORD-1230,2024-02-20,West,Consumer,Office Supplies,Stapler,1,191.25,0.05,181.69,60.19,Standard
ORD-1231,2024-02-21,North,Small Business,Furniture,Executive Desk,2,9528.6,0.1,17151.47,2421.68,Standard
ORD-1232,2024-02-21,West,Corporate,Technology,Bluetooth Speaker,1,1938.57,0.05,1841.64,305.42,Standard
ORD-1233,2024-02-21,South,Consumer,Home Appliances,Air Fryer,2,6675.57,0.0,13351.13,2605.13,Express
ORD-1234,2024-02-21,North,Consumer,Office Supplies,Stapler,2,183.05,0.05,347.8,97.57,Standard
ORD-1235,2024-02-22,East,Corporate,Technology,Monitor 24in,1,9979.39,0.05,9480.42,1002.99,Express
ORD-1236,2024-02-22,East,Consumer,Home Appliances,Air Fryer,1,6705.26,0.0,6705.26,1345.78,Express
ORD-1237,2024-02-22,North,Consumer,Furniture,Office Chair,2,4100.75,0.1,7381.35,1673.91,Express
ORD-1238,2024-02-22,West,Corporate,Office Supplies,Whiteboard,3,1592.32,0.2,3821.56,1287.07,Standard
ORD-1239,2024-02-22,South,Small Business,Technology,Tablet,1,14622.22,0.1,13159.99,1306.83,Same Day
